company_num,company_name,combined_risk_tier,n_filing_events,filing_narrative,combined_text
485949,HARMONIC AIRCRAFT LEASING LIMITED,PRIORITY,42,"HARMONIC AIRCRAFT LEASING LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 12 director or secretary changes, 6 charge registereds, 2 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; director or secretary change; director or secretary change; 2018: annual return; 2019: annual return; 2020: charge registered; charge registered; charge registered; annual return; 2021: annual return; director or secretary change; director or secretary change; auditor resignation; 2022: director or secretary change; registered office change; annual return; 2023: annual return; 2024: annual return; 2025: annual return.","HARMONIC AIRCRAFT LEASING LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 12 director or secretary changes, 6 charge registereds, 2 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; director or secretary change; director or secretary change; 2018: annual return; 2019: annual return; 2020: charge registered; charge registered; charge registered; annual return; 2021: annual return; director or secretary change; director or secretary change; auditor resignation; 2022: director or secretary change; registered office change; annual return; 2023: annual return; 2024: annual return; 2025: annual return. HARMONIC AIRCRAFT LEASING LIMITED has filed with the registry since 2010. Across its history: 16 annual returns, 12 director or secretary changes, 6 charge registereds, 2 registered office changes, 1 auditor resignation, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; conversion to private limited; 2017: annual return; director or secretary change; director or secretary change; 2018: annual return; 2019: annual return; 2020: charge registered; charge registered; charge registered; annual return; 2021: annual return; director or secretary change; director or secretary change; auditor resignation; 2022: director or secretary change; registered office change; annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: HARMONIC AIRCRAFT LEASING LIMITED. County: Clare. Legal form: LTD - Private Company Limited by Shares. Age at observation: 14.5 years."
494015,WOLFHOUND PRESS LIMITED,DISSOLUTION_RISK,27,"WOLFHOUND PRESS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 5 director or secretary changes, 3 registered office changes, 1 strike off notice, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; special resolution; conversion to private limited; 2017: registered office change; director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; director or secretary change; annual return; registered office change; 2023: annual return; director or secretary change; 2024: annual return; director or secretary change; 2025: annual return; strike off notice.","WOLFHOUND PRESS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 5 director or secretary changes, 3 registered office changes, 1 strike off notice, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; special resolution; conversion to private limited; 2017: registered office change; director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; director or secretary change; annual return; registered office change; 2023: annual return; director or secretary change; 2024: annual return; director or secretary change; 2025: annual return; strike off notice. WOLFHOUND PRESS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 5 director or secretary changes, 3 registered office changes, 1 strike off notice, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; special resolution; conversion to private limited; 2017: registered office change; director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: registered office change; director or secretary change; annual return; registered office change; 2023: annual return; director or secretary change; 2024: annual return; director or secretary change; 2025: annual return; strike off notice. Company: WOLFHOUND PRESS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.9 years."
495645,DAVID GLYNN (DUNMORE) LIMITED,LOW_CONCERN,18,"DAVID GLYNN (DUNMORE) LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; director or secretary change; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","DAVID GLYNN (DUNMORE) LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; director or secretary change; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. DAVID GLYNN (DUNMORE) LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; director or secretary change; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: DAVID GLYNN (DUNMORE) LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.8 years."
497873,MAK LANDSCAPING LIMITED,DISSOLUTION_RISK,21,"MAK LANDSCAPING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; other filing; annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","MAK LANDSCAPING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; other filing; annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. MAK LANDSCAPING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: conversion to private limited; other filing; annual return; director or secretary change; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: MAK LANDSCAPING LIMITED. County: Mayo. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.7 years."
500069,DOLMEN GUARDING LIMITED,LOW_CONCERN,19,"DOLMEN GUARDING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","DOLMEN GUARDING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. DOLMEN GUARDING LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: DOLMEN GUARDING LIMITED. County: Carlow. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.5 years."
502763,HAPPY MUSLIM FAMILY OF IRELAND COMPANY LIMITED BY GUARANTEE,DISSOLUTION_RISK,24,"HAPPY MUSLIM FAMILY OF IRELAND COMPANY LIMITED BY GUARANTEE has filed with the registry since 2011. Across its history: 14 annual returns, 5 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; annual return; director or secretary change; 2017: registered office change; annual return; 2018: annual return; 2019: registered office change; annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","HAPPY MUSLIM FAMILY OF IRELAND COMPANY LIMITED BY GUARANTEE has filed with the registry since 2011. Across its history: 14 annual returns, 5 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; annual return; director or secretary change; 2017: registered office change; annual return; 2018: annual return; 2019: registered office change; annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. HAPPY MUSLIM FAMILY OF IRELAND COMPANY LIMITED BY GUARANTEE has filed with the registry since 2011. Across its history: 14 annual returns, 5 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: director or secretary change; annual return; director or secretary change; 2017: registered office change; annual return; 2018: annual return; 2019: registered office change; annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: HAPPY MUSLIM FAMILY OF IRELAND COMPANY LIMITED BY GUARANTEE. County: Dublin. Legal form: CLG - Company Limited by Guarantee. Age at observation: 13.3 years."
502683,ECOTUNE LIMITED,LOW_CONCERN,17,"ECOTUNE LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","ECOTUNE LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. ECOTUNE LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 1 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: ECOTUNE LIMITED. County: Galway. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.4 years."
503773,THUNDER TRANSPORT & PARCELS LIMITED,LOW_CONCERN,23,"THUNDER TRANSPORT & PARCELS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; other filing; 2017: registered office change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; 2024: director or secretary change; director or secretary change; annual return; 2025: annual return; 2026: annual return.","THUNDER TRANSPORT & PARCELS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; other filing; 2017: registered office change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; 2024: director or secretary change; director or secretary change; annual return; 2025: annual return; 2026: annual return. THUNDER TRANSPORT & PARCELS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; other filing; 2017: registered office change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; registered office change; 2021: annual return; 2022: annual return; registered office change; 2023: annual return; 2024: director or secretary change; director or secretary change; annual return; 2025: annual return; 2026: annual return. Company: THUNDER TRANSPORT & PARCELS LIMITED. County: Kildare. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.3 years."
505452,AGRI PRO FOODS LIMITED,LOW_CONCERN,20,"AGRI PRO FOODS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: registered office change; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","AGRI PRO FOODS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: registered office change; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. AGRI PRO FOODS LIMITED has filed with the registry since 2011. Across its history: 15 annual returns, 2 director or secretary changes, 1 registered office change. In the 8 years to 2024 the filing sequence was: 2016: registered office change; annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: AGRI PRO FOODS LIMITED. County: Tipperary. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.2 years."
508257,CABLE MUSIC LIMITED,DISSOLUTION_RISK,30,"CABLE MUSIC LIMITED has filed with the registry since 2012. Across its history: 16 annual returns, 3 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; annual return; 2022: annual return; registered office change; director or secretary change; 2023: annual return; 2024: annual return; 2025: other filing; director or secretary change; special resolution; capital reorganisation; other filing; annual return; registered office change.","CABLE MUSIC LIMITED has filed with the registry since 2012. Across its history: 16 annual returns, 3 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; annual return; 2022: annual return; registered office change; director or secretary change; 2023: annual return; 2024: annual return; 2025: other filing; director or secretary change; special resolution; capital reorganisation; other filing; annual return; registered office change. CABLE MUSIC LIMITED has filed with the registry since 2012. Across its history: 16 annual returns, 3 director or secretary changes, 3 registered office changes, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; annual return; 2022: annual return; registered office change; director or secretary change; 2023: annual return; 2024: annual return; 2025: other filing; director or secretary change; special resolution; capital reorganisation; other filing; annual return; registered office change. Company: CABLE MUSIC LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 13.0 years."
235622,"BARR NA SRAIDE, (BAILE AN CHOLLAIG) OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE",LOW_CONCERN,45,"BARR NA SRAIDE, (BAILE AN CHOLLAIG) OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1995. Across its history: 30 annual returns, 10 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","BARR NA SRAIDE, (BAILE AN CHOLLAIG) OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1995. Across its history: 30 annual returns, 10 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. BARR NA SRAIDE, (BAILE AN CHOLLAIG) OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE has filed with the registry since 1995. Across its history: 30 annual returns, 10 director or secretary changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; other filing; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: director or secretary change; annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: BARR NA SRAIDE, (BAILE AN CHOLLAIG) OWNERS MANAGEMENT COMPANY LIMITED BY GUARANTEE. County: Cork. Legal form: CLG - Company Limited by Guarantee. Age at observation: 29.5 years."
373719,MCGLYNN COMMERCIAL REPAIRS LIMITED,DISSOLUTION_RISK,38,"MCGLYNN COMMERCIAL REPAIRS LIMITED has filed with the registry since 2003. Across its history: 24 annual returns, 2 director or secretary changes, 2 registered office changes, 2 winding ups. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: other filing; registered office change; other filing; special resolution; annual return; 2026: other filing; winding up; winding up; other filing.","MCGLYNN COMMERCIAL REPAIRS LIMITED has filed with the registry since 2003. Across its history: 24 annual returns, 2 director or secretary changes, 2 registered office changes, 2 winding ups. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: other filing; registered office change; other filing; special resolution; annual return; 2026: other filing; winding up; winding up; other filing. MCGLYNN COMMERCIAL REPAIRS LIMITED has filed with the registry since 2003. Across its history: 24 annual returns, 2 director or secretary changes, 2 registered office changes, 2 winding ups. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: director or secretary change; registered office change; annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: other filing; registered office change; other filing; special resolution; annual return; 2026: other filing; winding up; winding up; other filing. Company: MCGLYNN COMMERCIAL REPAIRS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 21.5 years."
657382,RETENTION BACK LIMITED,LOW_CONCERN,8,RETENTION BACK LIMITED has filed with the registry since 2019. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2019: other filing; 2020: annual return without accounts; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.,RETENTION BACK LIMITED has filed with the registry since 2019. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2019: other filing; 2020: annual return without accounts; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. RETENTION BACK LIMITED has filed with the registry since 2019. Across its history: 7 annual returns. In the 8 years to 2024 the filing sequence was: 2019: other filing; 2020: annual return without accounts; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: RETENTION BACK LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 5.3 years.
82655,J.P.P. INSULATIONS LIMITED,LOW_CONCERN,74,"J.P.P. INSULATIONS LIMITED has filed with the registry since 1981. Across its history: 40 annual returns, 6 director or secretary changes, 2 charge registereds, 6 registered office changes, 4 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2019: annual return; 2020: annual return; 2021: annual return; auditor resignation; 2022: charge registered; 2023: annual return; 2024: annual return; registered office change; director or secretary change; other filing; annual return; annual return; auditor resignation; registered office change; 2025: annual return.","J.P.P. INSULATIONS LIMITED has filed with the registry since 1981. Across its history: 40 annual returns, 6 director or secretary changes, 2 charge registereds, 6 registered office changes, 4 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2019: annual return; 2020: annual return; 2021: annual return; auditor resignation; 2022: charge registered; 2023: annual return; 2024: annual return; registered office change; director or secretary change; other filing; annual return; annual return; auditor resignation; registered office change; 2025: annual return. J.P.P. INSULATIONS LIMITED has filed with the registry since 1981. Across its history: 40 annual returns, 6 director or secretary changes, 2 charge registereds, 6 registered office changes, 4 auditor resignations. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2019: annual return; 2020: annual return; 2021: annual return; auditor resignation; 2022: charge registered; 2023: annual return; 2024: annual return; registered office change; director or secretary change; other filing; annual return; annual return; auditor resignation; registered office change; 2025: annual return. Company: J.P.P. INSULATIONS LIMITED. County: Meath. Legal form: LTD - Private Company Limited by Shares. Age at observation: 43.6 years."
87724,FERRYBANK LEASING LIMITED,LOW_CONCERN,62,"FERRYBANK LEASING LIMITED has filed with the registry since 1982. Across its history: 40 annual returns, 4 director or secretary changes, 7 charge registereds. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","FERRYBANK LEASING LIMITED has filed with the registry since 1982. Across its history: 40 annual returns, 4 director or secretary changes, 7 charge registereds. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. FERRYBANK LEASING LIMITED has filed with the registry since 1982. Across its history: 40 annual returns, 4 director or secretary changes, 7 charge registereds. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; director or secretary change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: FERRYBANK LEASING LIMITED. County: Wexford. Legal form: LTD - Private Company Limited by Shares. Age at observation: 42.9 years."
348885,CLAREMORRIS ATHLETIC & SPORTS CLUB COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,34,"CLAREMORRIS ATHLETIC & SPORTS CLUB COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 8 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return.","CLAREMORRIS ATHLETIC & SPORTS CLUB COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 8 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return. CLAREMORRIS ATHLETIC & SPORTS CLUB COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 8 director or secretary changes, 1 charge registered. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; director or secretary change; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; director or secretary change; 2025: annual return. Company: CLAREMORRIS ATHLETIC & SPORTS CLUB COMPANY LIMITED BY GUARANTEE. County: Mayo. Legal form: CLG - Company Limited by Guarantee. Age at observation: 23.2 years."
351067,BRIDGE VIEW ACCOMMODATION COMPANY LIMITED BY GUARANTEE,LOW_CONCERN,36,"BRIDGE VIEW ACCOMMODATION COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 7 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: director or secretary change; annual return; 2025: annual return.","BRIDGE VIEW ACCOMMODATION COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 7 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: director or secretary change; annual return; 2025: annual return. BRIDGE VIEW ACCOMMODATION COMPANY LIMITED BY GUARANTEE has filed with the registry since 2001. Across its history: 22 annual returns, 7 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: other filing; annual return; 2017: director or secretary change; annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: director or secretary change; annual return; 2025: annual return. Company: BRIDGE VIEW ACCOMMODATION COMPANY LIMITED BY GUARANTEE. County: Kilkenny. Legal form: CLG - Company Limited by Guarantee. Age at observation: 23.1 years."
340116,NETWORK INSIGHTS LIMITED,LOW_CONCERN,30,"NETWORK INSIGHTS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 1 director or secretary changes, 1 registered office change, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return.","NETWORK INSIGHTS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 1 director or secretary changes, 1 registered office change, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. NETWORK INSIGHTS LIMITED has filed with the registry since 2001. Across its history: 25 annual returns, 1 director or secretary changes, 1 registered office change, 1 conversion to private limited. In the 8 years to 2024 the filing sequence was: 2016: annual return; conversion to private limited; 2017: annual return; 2018: annual return; 2019: annual return; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return; 2026: annual return. Company: NETWORK INSIGHTS LIMITED. County: Dublin. Legal form: LTD - Private Company Limited by Shares. Age at observation: 23.8 years."
341162,BRIDGEFIELD VENTURES LIMITED,LOW_CONCERN,32,"BRIDGEFIELD VENTURES LIMITED has filed with the registry since 2001. Across its history: 24 annual returns, 3 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; registered office change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return.","BRIDGEFIELD VENTURES LIMITED has filed with the registry since 2001. Across its history: 24 annual returns, 3 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; registered office change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. BRIDGEFIELD VENTURES LIMITED has filed with the registry since 2001. Across its history: 24 annual returns, 3 director or secretary changes, 3 registered office changes. In the 8 years to 2024 the filing sequence was: 2016: annual return; 2017: annual return; 2018: annual return; 2019: annual return; registered office change; 2020: annual return; 2021: annual return; 2022: annual return; 2023: annual return; 2024: annual return; 2025: annual return. Company: BRIDGEFIELD VENTURES LIMITED. County: Limerick. Legal form: LTD - Private Company Limited by Shares. Age at observation: 23.8 years."
